Timestamp,consent,age_group,gender,education_level,primary_device,shopping_motivation,decision_speed,price_sensitivity,review_importance,brand_loyalty,social_proof_influence,primary_persona,check1,trait_introversion,trait_trust,trait_low_conscientiousness,trait_emotional_stability,check2,trait_low_openness,trait_extraversion,trait_agreeableness_reverse,trait_conscientiousness,trait_neuroticism,trait_openness,current_mood,font_style_pref,font_size_pref,color_theme_pref,accent_color_pref,background_pref,whitespace_pref,button_style_pref,hero_banner_size,recommendation_type,social_proof_display,urgency_pref,check3,checkout_style,form_field_style,product_desc_length,check4,desktop_grid_pref,desktop_info_density,desktop_image_text_ratio,desktop_whitespace,desktop_navigation,desktop_search_visibility,desktop_category_display,check5,desktop_product_card,desktop_price_display,desktop_filter_location,desktop_persistent_filters,desktop_quick_view,desktop_review_display,mobile_grid_pref,mobile_info_density,mobile_image_text_ratio,mobile_whitespace,mobile_navigation,mobile_search_visibility,mobile_category_display,mobile_product_card,mobile_price_display,mobile_filter_location,mobile_quick_view,mobile_review_display,mobile_sticky_header,mobile_touch_size,expects_device_adaptation,adaptation_comfort,delight_factors,frustration_points
19/02/2026 13:58:19,Yes,18-24,Male,Undergraduate,Laptop/Desktop,Entertainment (I browse for fun and enjoyment),Moderate (15-30 minutes - I compare a few options),Important (Price is a major factor in my decisions),Sometimes read reviews (For certain product types),Prefer familiar brands (I stick with what works),Strong influence (They significantly affect my choices),The Loyal Customer (I stick with brands and stores I trust. I value consistency and reliability),3,3,3,5,4,3,2,3,2,3,4,3,Stressed,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","3. Large (16-18px - Easy to read, comfortable)","Warm Earthy (Browns, beiges, warm oranges - natural and cozy)","Blue (Trustworthy, professional, calm)","Light Gray (Soft, reduces eye strain)",Balanced (Moderate spacing - comfortable middle ground),"Pill-shaped (Fully rounded ends, very smooth)",Small Strip (Thin banner across the top),Deals (Products on sale or special offers),Customer Reviews (Written reviews with ratings),Both (Show both stock and time based urgency),Rounded Corners,Progress Bar (Multi step with visual progress indicator),"Filled Background (Shaded background, no border)",Moderate (Key details with option to expand),3,"4 Columns (Compact view, many items visible at once)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Combination of top bar and dropdowns,"Always Visible Top (Large, prominent search bar always shown)",Dropdown Menu (Text-based dropdown list),3,"Minimal Clean (Simple image, name, price - no clutter)",Bold Large (Price is the most prominent element),Sidebar Left (Permanent filter panel on the left side),Yes (Always visible sidebar with filters),Modal Popup (Product details appear in a centered overlay),All Paginated (Show all reviews with pagination),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),"Always Visible Top (Large, prominent search bar always shown)",Dropdown Menu (Text-based dropdown list),"Minimal Clean (Simple image, name, price - no clutter)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Summary Only (Average rating and total count),No (Header scrolls away with content),"Large (Easier to tap, less content visible)",Similar (Mostly the same with minor adjustments),3,Speed and ease of use,Complicated Ui
19/02/2026 14:27:00,Yes,18-24,Female,Undergraduate,Smartphone,Entertainment (I browse for fun and enjoyment),Moderate (15-30 minutes - I compare a few options),Important (Price is a major factor in my decisions),Sometimes read reviews (For certain product types),Prefer familiar brands (I stick with what works),Slight influence (I notice but don't rely on them),"The Browser (I enjoy browsing and discovering products, often without immediate purchase intent)",3,3,2,4,3,3,4,2,2,4,1,4,Sad,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","3. Large (16-18px - Easy to read, comfortable)","Minimalist Black & White (Clean, high contrast, professional)","Red (Bold, urgent, attention-grabbing)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),"Pill-shaped (Fully rounded ends, very smooth)",Medium Split (Takes up half the screen),Deals (Products on sale or special offers),Customer Reviews (Written reviews with ratings),None (I find these annoying and manipulative),Rounded Corners,Express Checkout (One click purchase with saved info),Rounded Border Fields (Outlined field with rounded corners),Expandable Sections (Organized into collapsible sections),3,"2 Columns (Large product images, fewer items per row)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Combination of top bar and dropdowns,Collapsible (Search bar that expands when clicked),Text List (Simple text links),3,"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Modal (Pops up in the center when clicked),Yes (Always visible sidebar with filters),Sidebar Slide (Details slide in from the right),All Paginated (Show all reviews with pagination),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),Collapsible (Search bar that expands when clicked),Dropdown Menu (Text-based dropdown list),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Direct navigation (Each product card includes a button that takes you directly to the product page when tapped),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Similar (Mostly the same with minor adjustments),2,The direction to pages be easy and not making me loose what products i saw and the product details would be presented and one of the most things is to tell me the size of the model with her length and weight,If the website do take time in loading and if i didn’t find any details about the material or the size
19/02/2026 15:55:12,Yes,18-24,Male,Undergraduate,Smartphone,Need-based (I shop when I need something specific),Research-heavy (30+ minutes - I thoroughly research before buying),Important (Price is a major factor in my decisions),Often read reviews (For most purchases),Balanced (I mix familiar and new brands),Moderate influence (They help me decide),"The Impulsive Buyer (I make quick decisions based on intuition and emotion. If I like it, I buy it)",3,3,4,5,2,3,4,4,3,2,4,4,Bored,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"3. Large (16-18px - Easy to read, comfortable)","Warm Earthy (Browns, beiges, warm oranges - natural and cozy)","Red (Bold, urgent, attention-grabbing)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),"Pill-shaped (Fully rounded ends, very smooth)",Medium Split (Takes up half the screen),Category based (Similar items from the same category),Customer Reviews (Written reviews with ratings),"Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,One Page (All checkout steps on a single scrolling page),Outlined (Border around the field),Moderate (Key details with option to expand),3,"2 Columns (Large product images, fewer items per row)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Top Bar (Categories always visible across the top),"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",With Comparison (Shows similar products' prices),Sidebar Left (Permanent filter panel on the left side),No (Prefer filters in a different location),Sidebar Slide (Details slide in from the right),All Paginated (Show all reviews with pagination),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),"Icon Only (Magnifying glass icon, opens search when clicked)",Dropdown Menu (Text-based dropdown list),"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Bottom Sheet (Slides up from bottom mobile style),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Summary Only (Average rating and total count),No (Header scrolls away with content),"Large (Easier to tap, less content visible)",Somewhat Different (Adapted but recognizable),3,To have easy navigation between content and have the buttons big enough for comfortable clicking,Inaccurate or missing listings or description about a product
20/02/2026 10:59:48,Yes,18-24,Female,Undergraduate,Smartphone,Entertainment (I browse for fun and enjoyment),Research-heavy (30+ minutes - I thoroughly research before buying),Very important (I always look for the best price),Often read reviews (For most purchases),Prefer familiar brands (I stick with what works),No influence (I ignore these indicators),"The Browser (I enjoy browsing and discovering products, often without immediate purchase intent)",3,4,3,2,1,3,3,5,3,4,4,5,Sad,"1. Modern Sans-serif (Clean, contemporary fonts like Arial or Helvetica)","2. Medium (14-16px - Standard size, balanced)","Vibrant Bold (Bright, energetic colors - exciting and dynamic)","Blue (Trustworthy, professional, calm)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Outlined (Border only, no fill color)",Medium Split (Takes up half the screen),Deals (Products on sale or special offers),User Photos (Photos uploaded by customers),Both (Show both stock and time based urgency),Rounded Corners,One Page (All checkout steps on a single scrolling page),Outlined (Border around the field),Expandable Sections (Organized into collapsible sections),3,Mixed (Combination of different layouts),"Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Spacious (clean and uncluttered),Combination of top bar and dropdowns,"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Minimal Clean (Simple image, name, price - no clutter)",Strike-through Original (Shows original price crossed out with sale price),Sidebar Left (Permanent filter panel on the left side),Yes (Always visible sidebar with filters),Modal Popup (Product details appear in a centered overlay),All Paginated (Show all reviews with pagination),Compact stacked cards (more products per screen),"Detailed (All information visible - specs, reviews, descriptions)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),4,advanced ui/ux,lag.. unavailability
03/03/2026 17:01:55,Yes,18-24,Male,Undergraduate,Smartphone,Need-based (I shop when I need something specific),Research-heavy (30+ minutes - I thoroughly research before buying),Very important (I always look for the best price),Sometimes read reviews (For certain product types),Balanced (I mix familiar and new brands),Slight influence (I notice but don't rely on them),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,4,3,3,2,3,4,3,3,4,5,5,Stressed,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","3. Large (16-18px - Easy to read, comfortable)","Minimalist Black & White (Clean, high contrast, professional)","Red (Bold, urgent, attention-grabbing)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Outlined (Border only, no fill color)",Small Strip (Thin banner across the top),Deals (Products on sale or special offers),Ratings Only (Star ratings without detailed reviews),"Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,Express Checkout (One click purchase with saved info),"Filled Background (Shaded background, no border)",Expandable Sections (Organized into collapsible sections),3,"4 Columns (Compact view, many items visible at once)","Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Top Bar (Categories always visible across the top),"Icon Only (Magnifying glass icon, opens search when clicked)",Dropdown Menu (Text-based dropdown list),3,"Minimal Clean (Simple image, name, price - no clutter)",With Savings Highlighted (Shows discount amount prominently),Top Bar (Filters displayed across the top),Yes (Always visible sidebar with filters),Modal Popup (Product details appear in a centered overlay),Summary Only (Average rating and total count),Single-column large cards (easy to scroll and tap),"Minimal (Only key information - product name, price, image)","Image-focused (80% images, 20% text - highly visual)",Compact (more content visible),Hamburger Menu (Three-line icon that opens a side menu),"Icon Only (Magnifying glass icon, opens search when clicked)",Visual Grid (Category tiles with images),"Image Heavy (Large, prominent product photos)",Bold Large (Price is the most prominent element),Bottom Sheet (Slides up from bottom mobile style),No Quick View (I prefer to go to the full product page),Summary Only (Average rating and total count),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)","Yes, Very Different (Completely different design for each device)",4,nan,nan
08/04/2026 12:38:12,Yes,25-34,Female,Postgraduate,Smartphone,Need-based (I shop when I need something specific),Research-heavy (30+ minutes - I thoroughly research before buying),Moderately important (I balance price and quality),Always read reviews (I won't buy without checking reviews),Prefer familiar brands (I stick with what works),Strong influence (They significantly affect my choices),"The Minimalist (I want simple, efficient shopping. Show me what I need with minimal fuss)",3,5,5,3,2,3,4,4,1,5,3,5,Happy,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"3. Large (16-18px - Easy to read, comfortable)","Vibrant Bold (Bright, energetic colors - exciting and dynamic)","Purple (Creative, luxurious, unique)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Small Strip (Thin banner across the top),Deals (Products on sale or special offers),Customer Reviews (Written reviews with ratings),None (I find these annoying and manipulative),Rounded Corners,Progress Bar (Multi step with visual progress indicator),Rounded Border Fields (Outlined field with rounded corners),Detailed Full (All specifications and information visible),3,List View (One product per row with details on the side),"Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Mega Menu (Dropdown with images and subcategories),"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Info Rich (Lots of details, ratings, specs visible)",With Savings Highlighted (Shows discount amount prominently),Top Bar (Filters displayed across the top),No (Prefer filters in a different location),New Tab (Opens product in a new browser tab),All Paginated (Show all reviews with pagination),Compact stacked cards (more products per screen),"Detailed (All information visible - specs, reviews, descriptions)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),"Icon Only (Magnifying glass icon, opens search when clicked)",Visual Grid (Category tiles with images),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),No Quick View (I prefer to go to the full product page),Summary Only (Average rating and total count),Yes (Header stays at top while scrolling),"Large (Easier to tap, less content visible)",Somewhat Different (Adapted but recognizable),5,"if the website is arranged well, colored well, and all options are visible in good font",if the website has too many sections and it is hard to find a product
29/04/2026 10:53:17,Yes,18-24,Female,Undergraduate,Smartphone,Entertainment (I browse for fun and enjoyment),Quick (5-15 minutes - I know what I want),Very important (I always look for the best price),Often read reviews (For most purchases),Balanced (I mix familiar and new brands),No influence (I ignore these indicators),"The Impulsive Buyer (I make quick decisions based on intuition and emotion. If I like it, I buy it)",3,3,4,4,3,3,2,4,2,3,3,3,Neutral,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),4. Extra Large (18+px - Maximum readability),"Minimalist Black & White (Clean, high contrast, professional)","Blue (Trustworthy, professional, calm)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),Raised / Shadowed (Button with shadow or depth effect),Small Strip (Thin banner across the top),Deals (Products on sale or special offers),Customer Reviews (Written reviews with ratings),"Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,Progress Bar (Multi step with visual progress indicator),Underlined/ Minimal (Line underneath only),Expandable Sections (Organized into collapsible sections),3,"4 Columns (Compact view, many items visible at once)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Spacious (clean and uncluttered),Combination of top bar and dropdowns,"Icon Only (Magnifying glass icon, opens search when clicked)",Text List (Simple text links),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Top Bar (Filters displayed across the top),No (Prefer filters in a different location),Modal Popup (Product details appear in a centered overlay),All Paginated (Show all reviews with pagination),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),"Icon Only (Magnifying glass icon, opens search when clicked)",Mega Menu with Images (Large dropdown with category images and subcategories),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Collapsible Sections (Reviews can be expanded or collapsed within the product details),No (Header scrolls away with content),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),4,"easy navigation, easy on the eyes, recommendations based on my preferences, and personalized offers",no online payment and hard navigation
29/04/2026 11:01:53,Yes,18-24,Male,Undergraduate,Smartphone,Deal-hunting (I look for sales and discounts),Quick (5-15 minutes - I know what I want),Moderately important (I balance price and quality),Always read reviews (I won't buy without checking reviews),Prefer familiar brands (I stick with what works),Strong influence (They significantly affect my choices),"The Deal Hunter (I'm motivated by sales, discounts, and getting the best value. I wait for promotions)",3,4,4,5,5,3,3,3,2,2,5,5,Stressed,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","3. Large (16-18px - Easy to read, comfortable)","Vibrant Bold (Bright, energetic colors - exciting and dynamic)","Blue (Trustworthy, professional, calm)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Medium Split (Takes up half the screen),Deals (Products on sale or special offers),Customer Reviews (Written reviews with ratings),"Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,One Page (All checkout steps on a single scrolling page),Rounded Border Fields (Outlined field with rounded corners),Brief Summary (Just the essential information),3,"2 Columns (Large product images, fewer items per row)","Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Mega Menu (Dropdown with images and subcategories),Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),3,"Info Rich (Lots of details, ratings, specs visible)",With Comparison (Shows similar products' prices),Top Bar (Filters displayed across the top),Yes (Always visible sidebar with filters),Sidebar Slide (Details slide in from the right),Recent 3- 5 (Show a few recent reviews),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),Collapsible (Search bar that expands when clicked),Dropdown Menu (Text-based dropdown list),"Minimal Clean (Simple image, name, price - no clutter)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Large (Easier to tap, less content visible)",Similar (Mostly the same with minor adjustments),5,Experience and design both are important,Trusting the website or if experience is hard to make a purchase
29/04/2026 11:03:47,Yes,18-24,Female,Undergraduate,Laptop/Desktop,Need-based (I shop when I need something specific),Moderate (15-30 minutes - I compare a few options),Moderately important (I balance price and quality),Often read reviews (For most purchases),Balanced (I mix familiar and new brands),Slight influence (I notice but don't rely on them),"The Minimalist (I want simple, efficient shopping. Show me what I need with minimal fuss)",3,4,5,3,3,3,4,4,2,4,4,4,Bored,"4. Bold Impact (Strong, attention-grabbing fonts)",4. Extra Large (18+px - Maximum readability),Cool Blues (Blues and grays - calm and trustworthy),"Blue (Trustworthy, professional, calm)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Medium Split (Takes up half the screen),Trending (What's popular right now),Customer Reviews (Written reviews with ratings),"Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,One Page (All checkout steps on a single scrolling page),Material Design Style (Underline-focused field with animated label and focus accent),Brief Summary (Just the essential information),3,"3 Columns (Balanced view, moderate item size)","Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Top Bar (Categories always visible across the top),Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),3,"Image Heavy (Large, prominent product photos)",Subtle Small (Price is visible but not emphasized),Sidebar Left (Permanent filter panel on the left side),Yes (Always visible sidebar with filters),Modal Popup (Product details appear in a centered overlay),All Paginated (Show all reviews with pagination),Single-column large cards (easy to scroll and tap),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),"Image Heavy (Large, prominent product photos)",Simple Display (Price is visible but not emphasized),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),4,attracting colors and images,when its hard to navigate
29/04/2026 11:06:05,Yes,18-24,Female,Undergraduate,Smartphone,Entertainment (I browse for fun and enjoyment),Impulsive (Less than 5 minutes - I decide quickly),Moderately important (I balance price and quality),Always read reviews (I won't buy without checking reviews),Prefer familiar brands (I stick with what works),Strong influence (They significantly affect my choices),"The Minimalist (I want simple, efficient shopping. Show me what I need with minimal fuss)",3,3,3,3,5,3,5,4,2,4,2,4,Neutral,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","3. Large (16-18px - Easy to read, comfortable)","Minimalist Black & White (Clean, high contrast, professional)","Blue (Trustworthy, professional, calm)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Sharp Square (Clean, professional 90-degree corners)",Medium Split (Takes up half the screen),New Arrivals (Latest products added),"Bestseller Badges (""Most Popular"" or ""Bestseller"" tags)","Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,Express Checkout (One click purchase with saved info),Rounded Border Fields (Outlined field with rounded corners),Moderate (Key details with option to expand),3,List View (One product per row with details on the side),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Spacious (clean and uncluttered),Sidebar (Permanent navigation panel on the left),Collapsible (Search bar that expands when clicked),Text List (Simple text links),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Top Bar (Filters displayed across the top),Yes (Always visible sidebar with filters),Modal Popup (Product details appear in a centered overlay),Summary Only (Average rating and total count),Swipeable horizontal cards (carousel style),"Detailed (All information visible - specs, reviews, descriptions)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),"Icon Only (Magnifying glass icon, opens search when clicked)",Dropdown Menu (Text-based dropdown list),"Minimal Clean (Simple image, name, price - no clutter)",Simple Display (Price is visible but not emphasized),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Summary Only (Average rating and total count),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Similar (Mostly the same with minor adjustments),2,price and details of the product be displayed properly. the new collection be displayed first and have reviews,add product to cart and doesnt say its sold out till i checkout
29/04/2026 11:06:59,Yes,18-24,Male,Undergraduate,Smartphone,Need-based (I shop when I need something specific),Research-heavy (30+ minutes - I thoroughly research before buying),Important (Price is a major factor in my decisions),Often read reviews (For most purchases),Balanced (I mix familiar and new brands),No influence (I ignore these indicators),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,4,2,2,4,3,5,2,3,4,2,2,Neutral,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"3. Large (16-18px - Easy to read, comfortable)","Warm Earthy (Browns, beiges, warm oranges - natural and cozy)","Blue (Trustworthy, professional, calm)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Medium Split (Takes up half the screen),Deals (Products on sale or special offers),Ratings Only (Star ratings without detailed reviews),"Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,Express Checkout (One click purchase with saved info),Rounded Border Fields (Outlined field with rounded corners),Moderate (Key details with option to expand),3,"3 Columns (Balanced view, moderate item size)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Top Bar (Categories always visible across the top),"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Minimal Clean (Simple image, name, price - no clutter)",Strike-through Original (Shows original price crossed out with sale price),Sidebar Left (Permanent filter panel on the left side),Yes (Always visible sidebar with filters),Modal Popup (Product details appear in a centered overlay),Recent 3- 5 (Show a few recent reviews),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),"Icon Only (Magnifying glass icon, opens search when clicked)",Visual Grid (Category tiles with images),Card with Shadow (Raised card effect with drop shadow),Strike-through Original (Shows original price crossed out with sale price),Bottom Sheet (Slides up from bottom mobile style),No Quick View (I prefer to go to the full product page),Summary Only (Average rating and total count),Yes (Header stays at top while scrolling),"Large (Easier to tap, less content visible)",Somewhat Different (Adapted but recognizable),3,"quick and responsive, no ads or pop ups, saves info(no need to log in every time)","ads, multiple redirections, unresponsiveness"
29/04/2026 11:08:02,Yes,18-24,Male,Undergraduate,Laptop/Desktop,Need-based (I shop when I need something specific),Moderate (15-30 minutes - I compare a few options),Moderately important (I balance price and quality),Sometimes read reviews (For certain product types),Balanced (I mix familiar and new brands),Slight influence (I notice but don't rely on them),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,3,4,2,4,3,4,5,4,4,3,3,Neutral,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","2. Medium (14-16px - Standard size, balanced)","Vibrant Bold (Bright, energetic colors - exciting and dynamic)","Blue (Trustworthy, professional, calm)","Pure White (Clean, bright, maximum contrast)","Spacious (Lots of spacing - clean, uncluttered, breathing room)","Outlined (Border only, no fill color)",Medium Split (Takes up half the screen),New Arrivals (Latest products added),Customer Reviews (Written reviews with ratings),Both (Show both stock and time based urgency),Rounded Corners,Progress Bar (Multi step with visual progress indicator),Underlined/ Minimal (Line underneath only),Expandable Sections (Organized into collapsible sections),3,"3 Columns (Balanced view, moderate item size)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Combination of top bar and dropdowns,Collapsible (Search bar that expands when clicked),Mega Menu with Images (Large dropdown with category images and subcategories),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Top Bar (Filters displayed across the top),No (Prefer filters in a different location),Modal Popup (Product details appear in a centered overlay),All Paginated (Show all reviews with pagination),Swipeable horizontal cards (carousel style),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),"Always Visible Top (Large, prominent search bar always shown)",Mega Menu with Images (Large dropdown with category images and subcategories),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Bottom Sheet (Slides up from bottom mobile style),No Quick View (I prefer to go to the full product page),Collapsible Sections (Reviews can be expanded or collapsed within the product details),No (Header scrolls away with content),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),4,nan,nan
